p_val	avg_log2FC	pct.1	pct.2	p_val_adj
Rfxap	0.408857037660071	-0.0703912769881216	0.326	0.328	1
Srrm2	0.409048908578261	0.0375984151034858	0.901	0.897	1
Adrm1	0.409259064855089	-0.0755619715479565	0.261	0.268	1
Nudt3	0.409354388521204	0.00589192022238327	0.228	0.203	1
Shkbp1	0.409635255476066	-0.0182973424650951	0.155	0.137	1
Insig2	0.409792239485256	-0.0520818366700996	0.117	0.128	1
Atg4d	0.409984902807322	-0.116628230710972	0.185	0.189	1
Cyld	0.41051509895202	-0.0812473847605453	0.491	0.491	1
Lyst	0.410737565799695	-0.147552214067433	0.307	0.314	1
Flot1	0.411079382813682	-0.0913173524476135	0.16	0.169	1
Tbc1d22a	0.411241530848682	0.00277481634801668	0.104	0.091	1
Sirt7	0.411630273688881	-0.0772852633072305	0.427	0.426	1
Itga4	0.411737348769318	-0.0296227949878172	0.482	0.495	1
Cpsf4	0.412168273190774	-0.0289880180544776	0.145	0.128	1
Mtor	0.412386821965554	0.00392424176185502	0.106	0.093	1
Snx17	0.412617063506871	-0.00499593022211064	0.355	0.32	1
Prmt5	0.413122236229213	-0.10300126365056	0.136	0.144	1
Srebf2	0.41329035659694	0.0265802358397962	0.231	0.21	1
Gnl3	0.414736542913786	-0.0789704155954681	0.322	0.326	1
Fbrs	0.415083461752534	-0.0204368121702561	0.211	0.188	1
Fkrp	0.415379412095635	-0.0121257170654862	0.107	0.093	1
Rexo4	0.41610261721759	0.0149023174781735	0.173	0.156	1
Ctsl	0.416562875109239	0.0391450036077595	0.13	0.117	1
Chkb	0.416581325505848	0.0210999827756532	0.183	0.166	1
Smg6	0.41662319811138	0.00533737898356978	0.275	0.252	1
Tmem127	0.41676358188482	-0.0291646127077541	0.155	0.137	1
Lrrcc1	0.417920028663866	0.0111328914119554	0.112	0.099	1
Ssr3	0.417990254434305	-0.0203542569380242	0.507	0.461	1
Adap1	0.419202956676708	-0.0362360016322202	0.104	0.114	1
Gabpa	0.419700452553169	-0.00703025041245581	0.171	0.153	1
Ndufa4	0.420493519019241	0.0761370042154557	0.782	0.784	1
Mpv17l2	0.420707145375379	0.00717081165398764	0.215	0.194	1
Rnf113a2	0.420756443007863	-0.0462805912831067	0.191	0.202	1
Tyms	0.420799180505114	0.0467855373232146	0.231	0.215	1
Tspan3	0.420905843250519	-0.0522800471354391	0.142	0.153	1
Csnk2a2	0.42104321935624	0.0060295703117268	0.217	0.196	1
Ric1	0.421123950882554	0.0160783630306833	0.232	0.21	1
Zzef1	0.421872157356142	-0.00839606041971663	0.23	0.208	1
Pigx	0.422072628661883	-0.0976561343454145	0.344	0.342	1
Rnf4	0.422653520417584	-0.0417965639620452	0.512	0.464	1
Tstd3	0.422827262900426	-0.0258291920057967	0.187	0.166	1
Ppp4r3a	0.422921827446535	-0.0174196595200711	0.422	0.39	1
Zfp281	0.423002251632648	0.0358174857957064	0.159	0.144	1
Mcee	0.423076787706955	-0.00406636375070171	0.103	0.09	1
Gskip	0.423320568762621	-0.0331747315943363	0.174	0.186	1
Rab6a	0.423476669553661	0.0188229002230758	0.323	0.295	1
Pwwp2a	0.425886190700581	0.0246690364542002	0.147	0.132	1
Taf3	0.425905580388888	-0.069092076644378	0.194	0.203	1
Foxn2	0.426433196479874	0.000138866120622971	0.202	0.183	1
Isoc1	0.426512999095393	-0.00973762819882096	0.146	0.131	1
Taf8	0.426665657925024	0.0161666755075708	0.107	0.095	1
Chmp2b	0.426889207606171	-0.0143647955836158	0.24	0.216	1
Mfsd14a	0.427034231230286	-0.106566850331272	0.261	0.265	1
Fopnl	0.427118751345688	-0.0246016084283287	0.311	0.279	1
Pip5k1a	0.428215047682699	-0.000197736676843308	0.247	0.224	1
Ccm2	0.428399196799277	-0.0817184007162762	0.257	0.263	1
Phf20	0.428446223578441	-0.0614180844941992	0.179	0.189	1
Snap29	0.428644347814949	-0.011759832619378	0.151	0.136	1
Bloc1s2	0.428830354770209	-0.0250677948788149	0.327	0.297	1
Sec24a	0.42886773275949	-0.00127506451847875	0.174	0.155	1
Tmem258	0.428886607192982	-0.0485543380035851	0.633	0.631	1
Washc1	0.429095577722786	-0.0464189690499966	0.141	0.151	1
Slc7a5	0.429324477518987	0.0165969602663828	0.156	0.14	1
Akap8l	0.429802274907122	-0.0195600305460337	0.197	0.178	1
Jak3	0.429882305304498	0.0358381726458252	0.2	0.183	1
Timm10b	0.430771963426627	-0.0853605348528483	0.531	0.532	1
Wdr83	0.431224331590872	-0.00199235274410575	0.118	0.104	1
Srp68	0.431354798400318	-0.0227556868543722	0.163	0.145	1
Pex19	0.431654434089729	0.00920878471105846	0.134	0.12	1
Chd2	0.431873419310837	-0.0115095512898988	0.686	0.674	1
Idh3a	0.43190543503684	0.00608686119196855	0.359	0.33	1
Ablim1	0.432242716460423	0.00696223673758478	0.698	0.669	1
Atp8a1	0.432766357151668	0.0491171353187073	0.149	0.136	1
Anxa7	0.433215772004187	0.0240224883931748	0.284	0.259	1
Tmem71	0.433525771729258	-0.00732069112199718	0.215	0.192	1
Txndc12	0.43375806082326	-0.0348216069608456	0.123	0.107	1
Ube2l3	0.434096291424735	0.0269326327716981	0.8	0.793	1
Eloc	0.435030953363391	-0.0326341219790349	0.686	0.692	1
Rae1	0.43538091363195	-0.0595799063692135	0.299	0.308	1
Tmem39a	0.435562248041391	-0.0260500829783059	0.106	0.093	1
Ythdc1	0.435729800203214	0.0422927382286225	0.705	0.659	1
Cbx1	0.436126185789195	0.0010432408053721	0.328	0.297	1
Ckb	0.436209538652429	-0.0394334245762809	0.139	0.15	1
Inpp5k	0.436619483605326	0.0169393964824093	0.223	0.203	1
Rhno1	0.436790944819041	0.0341663808769109	0.165	0.151	1
Plekhb2	0.436832592620324	-0.0890808014520883	0.254	0.262	1
Ythdf3	0.437174710280235	-0.0241808436080944	0.21	0.191	1
F2r	0.437189469229185	-0.0303855412847541	0.285	0.26	1
Traf2	0.437826594008457	-0.0148689105152784	0.237	0.215	1
Sdc3	0.438065744467609	-0.0698259153462578	0.098	0.106	1
Kpna6	0.438141195567467	-0.0237151605822931	0.109	0.096	1
Mrps23	0.438804310843172	-0.0967705188312691	0.387	0.38	1
Suds3	0.439468368891289	0.0403238914846367	0.361	0.341	1
Rasa2	0.439470207466314	0.0407450797630637	0.366	0.341	1
Tent2	0.439983544038518	-0.0671288947630351	0.256	0.263	1
Dnajc21	0.44016661480636	0.00852805470069862	0.305	0.279	1
Sema4d	0.44031776559262	-0.0862752527523827	0.5	0.491	1
Klra1	0.440503569379281	-0.059555467057004	0.129	0.115	1
Etv6	0.440816772228852	-0.0345346317239521	0.156	0.167	1
Yme1l1	0.440819580368287	0.033955506857386	0.369	0.339	1
Stxbp2	0.441217083657476	0.0155930265321933	0.258	0.238	1
Add3	0.441489545087646	0.0310989354013309	0.297	0.278	1
Ebna1bp2	0.442067366649198	0.0353277058143358	0.415	0.39	1
Npat	0.44221157707292	-0.00822996589874675	0.147	0.131	1
Smc2	0.44224561060879	0.0481389592470005	0.213	0.199	1
Dgcr2	0.442952639708757	-0.00835894924446817	0.149	0.132	1
Prkacb	0.442994402971548	-0.0391760413400308	0.345	0.355	1
Rpgrip1	0.443048458733745	-0.0255060181190394	0.183	0.162	1
Gngt2	0.445451033625499	-0.0968906002534866	0.277	0.278	1
X2310009B15Rik	0.445782925585679	-0.0254347884306915	0.159	0.142	1
Asap1	0.446599400980786	-0.0411430515456361	0.178	0.189	1
Aprt	0.446711515722707	-0.0041579063445194	0.608	0.58	1
Zgpat	0.447339902165707	-0.130142101379288	0.158	0.164	1
Otulin	0.447723356083413	-0.0114447284669871	0.382	0.355	1
Atf7	0.447828645643702	-0.0246601069182888	0.148	0.131	1
Mtap	0.448102259544587	0.00861013521609344	0.121	0.107	1
Ppp3cc	0.448165005946562	-0.0757315534209645	0.332	0.334	1
Rad50	0.448191991976994	-0.0592639985498861	0.189	0.197	1
Tssc4	0.448226160679331	-0.0785014661353961	0.124	0.131	1
Unc119b	0.449111493039464	0.00579108306314968	0.216	0.196	1
Ssu72	0.449289481559632	-0.106914960156038	0.489	0.483	1
Tsfm	0.449906295948602	-0.0790396140443274	0.181	0.186	1
Herc1	0.450381226949958	-0.00655445625983875	0.47	0.434	1
Rbpms	0.450552730953546	-0.0361290062958221	0.121	0.107	1
Mad2l2	0.450950044433741	-0.00704676410277238	0.162	0.144	1
Lin7c	0.451282725748089	0.049955546957604	0.386	0.352	1
Ttc1	0.451301579428122	0.0427943530071926	0.288	0.265	1
Sars	0.451349706682248	0.00448887654188412	0.407	0.377	1
Clpp	0.45174020223692	0.00702061750783883	0.204	0.185	1
Itm2b	0.452651846142211	-0.00215649518708227	0.971	0.962	1
Tmem50a	0.452757853328418	0.00157573900943886	0.721	0.696	1
Tm2d3	0.453188682292202	-0.104139516024778	0.189	0.194	1
Sar1b	0.453701024183251	0.0265824349058565	0.408	0.372	1
Hnrnpr	0.454118844290099	-0.102530750336962	0.409	0.402	1
Hivep2	0.454393202892797	0.103654894875053	0.417	0.394	1
Sik1	0.454588917195334	-0.0441922416118585	0.574	0.53	1
Itgb3bp	0.454765248760526	0.0059413228191556	0.138	0.125	1
Tatdn1	0.455038231176091	-0.0324575150380442	0.13	0.115	1
Samd3	0.455235405532535	-0.0832036711045097	0.166	0.175	1
BE692007	0.455325534236438	-0.0250166820769882	0.177	0.159	1
Mbnl3	0.456144285231793	-0.0474126846803832	0.126	0.136	1
Sypl	0.456222803312317	0.000328269648194934	0.16	0.144	1
Foxn3	0.456601845005072	0.0339304016933981	0.363	0.342	1
Ak3	0.456723172901267	0.010212237575112	0.119	0.106	1
Yod1	0.456871561061884	-0.000965505869595595	0.1	0.088	1
Ttc14	0.456958966769648	0.0462301095014248	0.585	0.549	1
X1600020E01Rik	0.457325991862817	0.0297121357167462	0.128	0.117	1
Foxp1	0.457608019024827	0.00780134062800841	0.501	0.468	1
Ctps2	0.457636197620394	0.0201170275908583	0.162	0.147	1
Notch1	0.457888952314241	-0.0036841902760929	0.33	0.301	1
Adam10	0.457976123107868	-0.0268586406006898	0.279	0.254	1
Ubxn1	0.458531253516781	-0.0556506468919211	0.68	0.672	1
Pfkp	0.458630291141587	-0.0849992222723346	0.574	0.562	1
Traf5	0.458802748724455	-0.0464300459012688	0.129	0.137	1
Rnf126	0.459241009656818	0.0358188470731591	0.218	0.2	1
Rnf40	0.459466413301728	-0.0250367199445294	0.126	0.112	1
Zfas1	0.459519855098832	0.0262087702180511	0.612	0.582	1
Rgs10	0.459531284478321	0.0169551884142236	0.348	0.33	1
Tmem256	0.459540263120749	-0.00781457520020989	0.413	0.382	1
Asb6	0.459697768140031	-0.00445774323568776	0.145	0.129	1
Phc2	0.459796373730949	-0.00193905591615584	0.283	0.257	1
Retreg2	0.4599117495311	0.0230091620493036	0.193	0.175	1
Zfp706	0.460221166726458	0.0217132357387586	0.65	0.62	1
Stard4	0.460308422629691	-0.124086270470195	0.151	0.158	1
Usp47	0.460858197262081	-0.033885109770211	0.257	0.265	1
Rbms2	0.461198082148425	-0.0195329249903713	0.164	0.145	1
Iscu	0.461433016733503	0.0279760788582357	0.334	0.311	1
Fbxw2	0.461677796978896	0.0157145032797879	0.521	0.487	1
Spsb3	0.461972649425806	-0.0779982329936768	0.227	0.232	1
Mettl6	0.462082018641938	-0.00596328937179541	0.16	0.144	1
Pfn1	0.462605445049448	0.00602271304700785	0.977	0.968	1
X2510039O18Rik	0.463024930129388	-3.15281135855328e-05	0.295	0.27	1
Tbc1d10a	0.463072987256129	-0.00703773517212514	0.194	0.175	1
Ube2q1	0.463296555217492	-0.047333507493327	0.216	0.226	1
Dock11	0.464009958388268	0.0126940972361623	0.336	0.311	1
Dnm2	0.464572655454228	-0.050550105295244	0.36	0.363	1
Lsm5	0.464719110139581	-0.0256898151641023	0.611	0.558	1
Hist1h2ae	0.464963269928115	-0.395162589308096	0.171	0.15	1
Rpia	0.46500191698883	-0.0800435003183709	0.196	0.202	1
Crkl	0.465066266229459	-0.0243301196806494	0.197	0.178	1
Slain2	0.465133593164762	-0.0108779599604126	0.244	0.222	1
Dusp11	0.465257998009698	-0.0332151248833925	0.658	0.656	1
Pih1d1	0.465615247403588	0.0145015955685904	0.202	0.185	1
Hps1	0.465816632314521	-0.0163683815127393	0.103	0.091	1
Mir22hg	0.465983090503592	0.00246061046425244	0.176	0.161	1
Ep300	0.466082946805125	0.0144057099830841	0.324	0.297	1
Ahsa1	0.46636481640006	-0.0486315220105178	0.404	0.361	1
Fam122a	0.46644991094452	-0.0519403871709854	0.14	0.148	1
Nfil3	0.466658690212349	-0.0111307509577798	0.432	0.394	1
Puf60	0.466892686095765	-0.0159329423580916	0.681	0.656	1
Ezh2	0.467113338699261	-0.0698243548117295	0.3	0.306	1
Dym	0.468898193930196	-0.0599984816429764	0.102	0.11	1
Cdkn3	0.469493420121785	0.012068110261546	0.108	0.098	1
Pnkp	0.469747193787924	0.0177872119269503	0.21	0.192	1
Itch	0.470015388864715	0.0489676007858841	0.31	0.293	1
Zswim8	0.470390364319528	-0.0169744891686469	0.232	0.21	1
Clpx	0.471451842755329	0.0168852393556853	0.146	0.132	1
Tgif1	0.471594452159198	0.0117603776863304	0.565	0.516	1
Cdc37l1	0.471791535453542	-0.0383688287480838	0.254	0.229	1
Adar	0.47198030446823	-0.0602317099474808	0.247	0.254	1
Sumo2	0.47206864917048	0.0338508141769251	0.906	0.921	1
Nr1h2	0.473982155114856	-0.00930949621584476	0.328	0.3	1
Dhx40	0.474318942121849	0.0113752648471528	0.245	0.227	1
Ppp6c	0.474363094171025	-0.0174817660473583	0.366	0.336	1
Ankle2	0.47476859579631	-0.0740132627041782	0.115	0.123	1
Agpat3	0.47498915386749	-0.0802178944681805	0.368	0.369	1
Atg5	0.476103012930551	-0.0416005072898603	0.261	0.268	1
Pde3b	0.476235117372615	-0.0902178776332112	0.392	0.388	1
Exosc10	0.476640861014262	-0.0281632921530214	0.189	0.17	1
Il3ra	0.47669183667281	-0.0252583315377832	0.186	0.167	1
Supt7l	0.476885453327676	-0.0699407903306851	0.097	0.104	1
Irf5	0.47688679168415	0.0287346334346789	0.143	0.131	1
Mcm5	0.477177467668729	0.0239956508619289	0.248	0.233	1
Myd88	0.477979091266416	0.0121790223202086	0.184	0.167	1
Ttpal	0.478355818079589	0.0252813184016845	0.104	0.093	1
Mettl3	0.478455800055043	-0.0757740674768506	0.099	0.106	1
Dyrk1a	0.478579712069081	0.0145635205089345	0.283	0.263	1
Parp11	0.479697304514107	-0.071485628171385	0.109	0.117	1
Bloc1s4	0.479702457746709	-0.00793469235744604	0.322	0.285	1
Fubp1	0.479903656857486	0.00789700737406407	0.555	0.527	1
Naa50	0.480838552658578	-0.138059492028386	0.333	0.328	1
Abcf1	0.481502915961356	-0.0559592425471518	0.433	0.424	1
Med25	0.481726973386407	-0.000173882929886071	0.153	0.139	1
Pcmtd2	0.481859093016595	-0.0230466546474761	0.098	0.107	1
Ino80b	0.481925581895069	-0.0164069470778861	0.182	0.166	1
Golga5	0.482041507044439	-0.0222259702311574	0.145	0.131	1
Vti1b	0.482453024955854	-0.0153709943696591	0.367	0.328	1
Tmem29	0.482488796962318	0.0073664976581988	0.129	0.117	1
Fus	0.482604803645655	-0.0512543535170842	0.901	0.88	1
Tgm2	0.483051888232163	-0.0586410887257865	0.136	0.121	1
Pvt1	0.484341641741524	-0.0255259947315083	0.121	0.129	1
Ndufa7	0.484629516515514	-0.0737976253935999	0.737	0.726	1
Tbc1d1	0.484955278242202	-0.0568191063616978	0.384	0.386	1
Bad	0.48503425362248	-0.004228734053007	0.155	0.14	1
Sp1	0.485053975782548	-0.0789813263999489	0.189	0.194	1
Scyl3	0.485939495960107	-0.0258230096942583	0.117	0.104	1
Prxl2c	0.486979748319531	-0.049676617303041	0.104	0.112	1
Phf2	0.487060168958633	-0.015790405958322	0.109	0.118	1
Zfp830	0.487064130866254	0.00948763935366759	0.256	0.238	1
Esyt2	0.48758523605924	0.0226641427051231	0.413	0.39	1
Dok1	0.487651290078027	-0.0501544677618243	0.167	0.175	1
Lgals3bp	0.488845537823125	0.0306622727771677	0.625	0.609	1
March7	0.489424868995493	-0.00537702948765384	0.528	0.494	1
Tmem230	0.489503299331151	0.00808504218517214	0.205	0.188	1
Tmem106b	0.490174968986042	-0.0451037078904999	0.188	0.169	1
Chic2	0.490347013802681	-0.0098837899463744	0.612	0.579	1
Axin1	0.490661436279352	0.00270052944522314	0.186	0.17	1
Cdc42se2	0.490924039819066	-0.045979438508351	0.503	0.489	1
Zfp53	0.490994712855149	-0.0793816169290433	0.177	0.159	1
Pum2	0.491811765474629	0.0160598611480376	0.451	0.421	1
Krtcap2	0.49206530191672	0.0252091566672026	0.783	0.792	1
Tecr	0.492556867469188	0.00690675512877514	0.632	0.604	1
Cops4	0.492924778290955	-0.0246285305378326	0.399	0.375	1
Xlr4b	0.493049717340212	-0.0390915256540852	0.177	0.185	1
Tmem234	0.493133130462212	0.0149938332362174	0.699	0.672	1
Slc44a2	0.493491024417813	-0.0853754373999345	0.267	0.268	1
Rnpep	0.493513707284502	-0.033064778513122	0.24	0.219	1
Asnsd1	0.494028585130441	-0.0393416588206353	0.215	0.192	1
Zfp398	0.494184586892081	-0.0169339992160671	0.236	0.211	1
Cbx5	0.494440231808948	-0.0394980613287844	0.215	0.196	1
Rab33b	0.494963118977551	-0.0446093080003631	0.12	0.128	1
Pip4p1	0.49544255386606	-0.0332927479969143	0.215	0.222	1
Phyh	0.495541434128566	-0.0669758662050449	0.196	0.205	1
Dimt1	0.495612622145986	0.022968400307239	0.113	0.103	1
Cdc5l	0.495696416307964	-0.0447571929106736	0.441	0.401	1
Ilkap	0.49613648620082	-0.102531083128673	0.309	0.308	1
Sarnp	0.496569436671992	-0.00112385568516826	0.606	0.569	1
Dpf2	0.496762748625369	-0.075059742314873	0.275	0.282	1
Polr2h	0.497060005318064	0.0148319782852802	0.249	0.232	1
Mrps26	0.497207480637482	-0.0110126246804398	0.383	0.347	1
Hdac7	0.497571937842674	-0.0619137386283853	0.173	0.18	1
Ncor1	0.497667894442951	-0.0614791333841196	0.735	0.716	1
Eif4ebp1	0.497795424854298	-0.002320290254955	0.135	0.121	1
Pum1	0.498128724687266	0.00517026463411252	0.461	0.426	1
X1810013L24Rik	0.498308805846619	0.00821962781315144	0.196	0.18	1
Sos1	0.498354417755483	-0.0838631992308816	0.115	0.121	1
R3hdm1	0.498889826230648	-0.0346394732224522	0.39	0.358	1
Nkiras1	0.49894940814814	-0.03095162600471	0.102	0.11	1
Elf2	0.499041215905347	-0.0460094711305191	0.335	0.306	1
Spred2	0.499379913112832	0.0174338190933374	0.114	0.103	1
Xab2	0.499454568623495	-0.02682990886577	0.163	0.147	1
Sod1	0.499907280916412	-0.0072401259679884	0.53	0.505	1
Ndufaf8	0.500039076565865	-0.0770910020534197	0.307	0.278	1
Mbip	0.500388235235105	-0.0935139503691617	0.125	0.131	1
Cd68	0.502223084772563	-0.118572667113008	0.155	0.162	1
Wdr37	0.50259139533067	-0.0382141552659741	0.154	0.162	1
Ywhah	0.502741440955788	-0.0372300581925371	0.659	0.653	1
Cacul1	0.503608840041893	0.0201005624700612	0.159	0.145	1
Ilrun	0.503999115943222	-0.00840246621689045	0.268	0.248	1
Mtrf1l	0.504204504395101	0.00337259082125579	0.108	0.098	1
Tial1	0.504266808318862	-0.0321112596907902	0.344	0.349	1
Taf5l	0.50497181308252	-0.0168426371713776	0.148	0.134	1
Ttc33	0.50540858342591	-0.0725533220702577	0.121	0.128	1
Il18r1	0.505433290890771	-0.104566840988623	0.441	0.394	1
Gtf2i	0.505611899907887	-0.0521210785654975	0.347	0.345	1
Cpsf6	0.505741796698777	-0.0816417447645008	0.385	0.382	1
Saal1	0.505942653958229	-0.00988810432151344	0.125	0.112	1
Rad23a	0.505975602574243	-0.0616100370271755	0.267	0.267	1
Utp11	0.506083551363552	-0.0151746859778426	0.34	0.314	1
Fnbp4	0.506629405867413	-0.0675940877432737	0.354	0.355	1
Abcg1	0.507054294613745	0.00852127106750333	0.264	0.244	1
Cdk11b	0.507823766091054	-0.0315644965384505	0.487	0.473	1
Ap2m1	0.507920510478133	0.0382648787370927	0.509	0.481	1
Clock	0.507970291159464	-0.122087303273904	0.126	0.131	1
Hmgcr	0.50808900100871	-0.00141474648425355	0.315	0.29	1
Ttf1	0.508461080031126	-0.0125344682179205	0.147	0.132	1
Bnip3l	0.508555846709345	0.0168956520150731	0.613	0.579	1
Leng1	0.508732055483535	-0.0320440646632114	0.186	0.169	1
Apaf1	0.50875487788546	0.0075534031375144	0.186	0.172	1
Bin1	0.508885341691081	0.0147471944095141	0.454	0.423	1
Zdhhc7	0.509197935136371	-0.0105715678384149	0.109	0.098	1
Cox14	0.509513570013513	-0.0799331410208812	0.523	0.506	1
Qrich1	0.509533533333108	-0.0619982371661258	0.318	0.32	1
Reep4	0.509874064228944	-0.0248460773490656	0.137	0.145	1
Mcmbp	0.509948224530261	-0.0216668267783264	0.293	0.27	1
Ralgapa2	0.510473199625278	-0.0406513267780947	0.113	0.121	1
Actr1a	0.510946368006366	-0.00303416759543645	0.213	0.194	1
Notch2	0.511223684632804	-0.0212699552198969	0.17	0.18	1
Gigyf2	0.51210537310034	-0.00712639952775351	0.242	0.222	1
Ndufb7	0.512250139704458	-0.00327973772892598	0.779	0.785	1
Dennd1b	0.512903517254564	-0.000331273835300516	0.388	0.361	1
Ncf4	0.513418198000549	-0.00338102990708666	0.51	0.475	1
Adss	0.514004660462495	0.0120021439443689	0.442	0.412	1
Vps35	0.51450908247055	-0.0123077869481569	0.287	0.265	1
Rpa3	0.51458861296371	-0.0662862664875724	0.293	0.298	1
Atxn1	0.515593898567552	0.00343600724773419	0.449	0.415	1
Cd37	0.515997754668718	-0.0320602197019841	0.715	0.708	1
Rbm4	0.516229307176141	-0.0407822707392194	0.297	0.263	1
Acap1	0.516363759824194	0.0350585151286668	0.401	0.379	1
Nelfa	0.516563989897277	-0.0288550203224798	0.159	0.145	1
Rpusd4	0.51656561669312	-0.0360373958172479	0.122	0.129	1
Zcchc2	0.516800498193598	-0.0434988103690525	0.188	0.197	1
Ccna2	0.517030864399574	-0.0751200897538559	0.116	0.104	1
Galk2	0.517790950160537	-0.0443146171778019	0.149	0.158	1
Mrgbp	0.51807070945402	-0.0807759314295249	0.166	0.17	1
Ncf1	0.518096878922103	-0.00231515987839959	0.132	0.12	1
Tubg1	0.518167385225225	-0.0300233612080511	0.121	0.129	1
Rbm18	0.518213872448365	0.0109036093881718	0.225	0.207	1
Smim4	0.518467695309091	-0.0489125538583381	0.171	0.178	1
Atf6b	0.518649285939029	-0.0811255507734439	0.144	0.15	1
Elob	0.518872626509063	-0.00213147136845082	0.9	0.883	1
Wdr33	0.519042375658263	-0.041219859432909	0.461	0.454	1
Eif4e3	0.519135552003128	-0.018806857159345	0.155	0.166	1
Saysd1	0.520336075728292	-0.0338163560190166	0.136	0.144	1
Fbxl14	0.520719255192755	0.000865167698667846	0.191	0.175	1
Mob2	0.520923382454286	-0.0379070203969665	0.346	0.317	1
Mppe1	0.52094889063752	-0.02709569509307	0.236	0.216	1
Abraxas2	0.52103906132754	-0.0113437551192787	0.199	0.183	1
Nlk	0.521779386248893	0.00285228966359796	0.155	0.142	1
Ostm1	0.521832124345744	0.00971939274213723	0.18	0.167	1
Nudt1	0.522213860879942	-0.0345287785150389	0.12	0.107	1
Ecsit	0.522307112207126	0.00719873157235917	0.138	0.126	1
Gfpt1	0.522332993183581	-0.0832099009940779	0.233	0.237	1
Arid4a	0.522433120731089	-0.0324241374052202	0.337	0.341	1
Fbxl3	0.523479946328681	-0.0433579693122754	0.281	0.257	1
Rnf123	0.523638761933565	-0.107895513510315	0.105	0.11	1
X4833420G17Rik	0.524627419767409	-0.0797794225849106	0.346	0.341	1
Jak2	0.525291346744065	0.040223486839797	0.345	0.36	1
Bri3	0.525319156864216	0.0429506649546401	0.574	0.55	1
Desi2	0.526730406572444	-0.132208299124627	0.252	0.251	1
Pdgfb	0.526809122435204	-0.0312253642345076	0.109	0.117	1
Mapk8ip3	0.528035328305456	-0.0380185642183735	0.18	0.164	1
Ptpn9	0.528126801345551	-0.00277017951964792	0.112	0.101	1
Otud7b	0.528300881053915	-0.011047655527285	0.111	0.099	1
Mien1	0.528455385342846	-0.00889544493779892	0.547	0.513	1
Higd1a	0.52860004390124	-0.0487946756019506	0.677	0.648	1
Zfp954	0.528950323392714	-0.0584689370793482	0.106	0.112	1
Tsc1	0.529409018798995	0.0591979058893444	0.123	0.115	1
Gabarapl2	0.529719913698067	-0.0723790530672039	0.745	0.746	1
Nt5dc1	0.530414941636668	0.00798340475368531	0.16	0.147	1
Arid5a	0.530495220895936	-0.0981462341968495	0.692	0.642	1
Gfi1	0.530813409614677	-0.0754472817126058	0.118	0.125	1
Rbmx2	0.531042175830515	-0.0146620209695549	0.14	0.148	1
Hsdl2	0.531145416633537	-0.00640513754568089	0.197	0.18	1
Asf1b	0.531175932984828	-0.0318064104321178	0.138	0.125	1
Cbfb	0.531306980550865	-0.0398624605841508	0.359	0.366	1
Trappc6b	0.531357136516301	-0.0331224684012943	0.472	0.437	1
AI467606	0.531526727514137	-0.0783693226120109	0.196	0.178	1
Ube2g1	0.53164630573732	-0.0727826043568285	0.257	0.26	1
Tada1	0.532551930394466	-0.0775743659108271	0.158	0.164	1
Trip11	0.532601672706025	-0.0482951372846401	0.402	0.397	1
Dapp1	0.532622251623195	-0.0331028802378628	0.279	0.287	1
Kdm4c	0.532823362043509	0.0190434411777618	0.131	0.12	1
Vps54	0.532877818497661	0.0397782062274058	0.316	0.295	1
Dram2	0.532938910510637	-0.0125684256487917	0.117	0.106	1
Rrp9	0.533598641606936	0.00996424833307097	0.144	0.131	1
Cep97	0.53384818220675	-0.039271475388541	0.104	0.11	1
Helb	0.53420938299563	0.0222982993274508	0.14	0.128	1
Psen1	0.534497503017895	-0.00729430480116566	0.224	0.207	1
Brd7	0.534778448161734	-0.0833664175220611	0.234	0.237	1
Top3b	0.534818270044877	0.0199738602342617	0.142	0.131	1
Bcl2l12	0.535377876473973	-0.0174660636861579	0.109	0.098	1
Gba	0.535574261305174	-0.0613810769476784	0.146	0.153	1
Ppp3ca	0.535841529621471	0.000904081070828955	0.433	0.397	1
Smc3	0.536405382541284	-0.0583390897532878	0.404	0.399	1
Tbk1	0.536458593543161	-0.0116274972194679	0.22	0.203	1
Commd3	0.536676838765784	-0.00763474076313564	0.419	0.386	1
Mis18a	0.537004424287412	-0.0113982331267828	0.16	0.145	1
Tbc1d17	0.537020972055046	0.0218368866058204	0.147	0.134	1
Cgas	0.537030386415986	0.0224945543082342	0.122	0.112	1
Slc2a1	0.537435081646216	-0.132233093400507	0.269	0.268	1
Vbp1	0.537444697201897	0.0171395511173102	0.44	0.416	1
Ppp3r1	0.53805522791142	0.00902182550105901	0.235	0.216	1
Tmem219	0.538065424746048	-0.0122465701615757	0.263	0.24	1
Slc25a38	0.538796507235004	0.00947001952092857	0.12	0.109	1
Psd4	0.539157356208318	0.0266529685415224	0.282	0.267	1
Tradd	0.539233288371035	-0.0639798329249487	0.181	0.186	1
Gcc2	0.539275890175553	-0.062478393970357	0.209	0.215	1
Cox19	0.540235797405072	-0.031417104018631	0.169	0.153	1
Bbx	0.540790799532823	-0.00329356826714566	0.324	0.328	1
Ckap5	0.54093415545854	0.00542873715356235	0.182	0.167	1
Kif21b	0.541494766052772	-0.0382477668755432	0.173	0.185	1
Traf7	0.542320357628972	-0.0322497722199874	0.198	0.18	1
Trappc2l	0.542569747794664	0.0258665269691523	0.374	0.344	1
Cpeb4	0.542894396619742	-0.0580125843054733	0.192	0.199	1
